,lnno,mrtg_status,quarter,amt_upb_endg,amt_upb_pch,code_st,rate_int,rate_dcr
119428,336099940,100,2016-03-31,19260000.0,19260000.0,TX,0.0567,1.457
119801,337098940,100,2016-03-31,3871038.89,4250000.0,GA,0.0667,1.141
119833,337099940,100,2016-03-31,6140026.24,6900000.0,OH,0.0588,1.266
119973,337270002,100,2016-03-31,5217551.28,6792900.38,MD,0.0575,2.201
120017,337271002,100,2016-03-31,15093994.32,18250000.0,FL,0.0645,1.742
120124,337413504,100,2016-03-31,5801501.47,6400000.0,CA,0.0641,2.227
120157,337778487,100,2016-03-31,8763632.5,9150000.0,TX,0.0558,1.508
120183,337825708,100,2016-03-31,12159507.68,12195000.0,FL,0.039705,1.498
120219,337869968,100,2016-03-31,2164295.85,2500000.0,NY,0.0614,8.102
120364,338270002,100,2016-03-31,4300587.79,6600000.0,VA,0.0513,1.861
120433,338418504,100,2016-03-31,5112992.79,5468000.0,PA,0.0499,2.128
120465,338779487,100,2016-03-31,29098971.0,29098971.0,MD,0.0571,1.469
120506,338869968,100,2016-03-31,22980173.69,27500000.0,MA,0.0566,1.496
120533,338871968,100,2016-03-31,4532771.84,5400000.0,IL,0.028305,2.359
120719,339278002,100,2016-03-31,11176861.82,13900000.0,NY,0.0605,1.247
120762,339418504,100,2016-03-31,18801563.07,20125000.0,PA,0.0492,2.075
120776,339438534,100,2016-03-31,1397225.07,1415000.0,AZ,0.0883,1.302
120832,339781487,100,2016-03-31,8628730.8,9200000.0,PA,0.0609,1.468
120854,339882948,100,2016-03-31,3907776.24,4054811.03,AL,0.0712,1.259
121006,340259942,100,2016-03-31,8938855.94,9410121.0,AZ,0.0575,1.453
121097,340266002,100,2016-03-31,258423.81,1400000.0,WA,0.0543,1.582
121201,340277002,100,2016-03-31,250156.76,3000000.0,PA,0.0626,2.018
121253,340418504,100,2016-03-31,16400530.17,17564000.0,PA,0.0488,1.971
121258,340812708,100,2016-03-31,6983054.79,7000000.0,MI,0.0497,1.5141748
121550,341271002,100,2016-03-31,8967453.58,10796000.0,VA,0.0599,1.256
121664,341411504,100,2016-03-31,9439698.48,10500000.0,CA,0.0599,1.57
121709,341418504,100,2016-03-31,11569445.48,12395000.0,PA,0.0485,2.255
121805,341871968,100,2016-03-31,3798294.92,4525000.0,IL,0.028305,2.411
121860,342097940,100,2016-03-31,4178928.28,4500000.0,TX,0.0588,1.502
122250,342412504,100,2016-03-31,816246.45,898637.67,FL,0.0688,1.185
122283,342779487,100,2016-03-31,1786623.82,1830000.0,FL,0.0525,1.2
122314,342781487,100,2016-03-31,4187348.61,4726032.36,NC,0.0572,1.2
122553,343277002,100,2016-03-31,5990387.47,8000000.0,NY,0.065,1.644
122679,343871968,100,2016-03-31,7466642.48,8900000.0,IL,0.028105,2.287
122895,344411504,500,2016-03-31,,5545000.0,NY,0.0555,1.706
122925,344413504,100,2016-03-31,7176115.16,7686000.0,NY,0.0626,1.441
123244,345271002,100,2016-03-31,14333830.18,17500000.0,VA,0.0564,1.262
123509,345871968,100,2016-03-31,4930156.02,5875000.0,IL,0.028205,2.518
123547,346097940,100,2016-03-31,7735895.16,9000000.0,NE,0.0586,1.333
124175,347274002,100,2016-03-31,8479409.11,10493942.76,IL,0.0726,1.54
124262,347869968,500,2016-03-31,,6883284.4,CT,0.02925,2.163
124324,348098940,100,2016-03-31,14000000.0,14000000.0,VA,0.058,1.807
124464,348258942,100,2016-03-31,5490963.06,6465000.0,NV,0.0598,1.2
124879,349417504,100,2016-03-31,4631167.06,5119062.0,TX,0.0727,2.136
124912,349870968,100,2016-03-31,3412585.54,4000000.0,NY,0.0665,5.95
125043,350259942,100,2016-03-31,10859489.12,11432012.0,AZ,0.0575,1.291
125193,350417504,100,2016-03-31,3471903.17,3900000.0,TX,0.0636,1.261
125394,351258942,100,2016-03-31,13336599.37,15846000.0,CA,0.056,1.208
125472,351271002,100,2016-03-31,8758560.04,10600000.0,VA,0.0583,1.251
125544,351417504,100,2016-03-31,10249847.66,11110127.0,TX,0.0856,2.042
125599,352096940,100,2016-03-31,4261583.31,5044807.0,MN,0.0583,1.499
125823,352417504,100,2016-03-31,7666041.34,8593655.17,TX,0.0643,1.254
125889,352869968,100,2016-03-31,25000000.0,25000000.0,MA,0.0542,1.665
126144,353869968,100,2016-03-31,19217680.09,20600000.0,NY,0.0578,2.529
126400,354275002,100,2016-03-31,6742729.97,8240000.0,TX,0.0758,1.162
127018,356267002,100,2016-03-31,2209666.81,6974267.35,CA,0.0521,2.212
127157,356417504,100,2016-03-31,4389317.23,4500000.0,TX,0.0776,1.171
127222,356871968,100,2016-03-31,8534494.97,9393000.0,NH,0.0612,1.25
127413,357412504,100,2016-03-31,6450000.0,6450000.0,WA,0.0602,1.802
127486,357869968,100,2016-03-31,3842799.28,4600000.0,NY,0.0543,2.526
127520,357870968,100,2016-03-31,12183391.67,14000000.0,NY,0.0603,10.4
127546,357871968,100,2016-03-31,5501031.73,6000000.0,VA,0.0606,1.328
127657,358258942,100,2016-03-31,7455031.11,8500000.0,AZ,0.029405,1.495
127714,358269002,100,2016-03-31,4702889.21,6050000.0,VA,0.0754,1.219
127823,358412504,100,2016-03-31,9851819.54,10509000.0,CA,0.0656,1.396
128062,359412504,100,2016-03-31,8355625.18,8913000.0,CA,0.0656,1.396
128102,359846708,100,2016-03-31,2928718.22,3000000.0,NY,0.0446,1.42
128110,359863708,100,2016-03-31,6609075.32,7000000.0,OR,0.0545,2.011
128395,360418504,100,2016-03-31,436225.29,451000.0,CA,0.0635,1.255
128448,360869968,100,2016-03-31,9926559.26,11700000.0,NY,0.0587,1.207
128542,361098940,100,2016-03-31,13588970.28,16000000.0,MD,0.0577,1.227
128607,361118981,100,2016-03-31,1436896.23,3000000.0,NY,0.0617,0.0
128762,361411504,100,2016-03-31,16871000.0,16871000.0,CA,0.0613,1.428
128799,361715947,100,2016-03-31,4393874.26,5100000.0,CO,0.0588,1.186
128864,362098940,100,2016-03-31,11380761.96,13400000.0,MD,0.0577,1.229
128981,362258942,100,2016-03-31,4282068.38,5000000.0,CA,0.058,1.429
129098,362412504,100,2016-03-31,5115868.81,5500000.0,WA,0.058,1.489
129129,362413504,100,2016-03-31,1667308.37,1850000.0,NC,0.0635,1.254
129380,363870968,100,2016-03-31,212329.31,300000.0,PA,0.0586,1.743
129728,364277002,100,2016-03-31,1758367.07,2700000.0,NY,0.0731,3.87
129880,365820708,100,2016-03-31,8000000.0,8000000.0,WA,0.0547,1.388
129915,365870968,100,2016-03-31,5765766.94,6300000.0,NY,0.0556,1.803
130030,366118981,500,2016-03-31,,4200000.0,NJ,0.0668,0.0
130259,366275002,100,2016-03-31,3847760.82,4709557.91,TX,0.0758,1.25
130390,367118981,100,2016-03-31,247950.51,1000000.0,NY,0.068,0.0
130678,368869968,100,2016-03-31,28130227.87,30000000.0,NJ,0.0616,1.208
131229,370259942,100,2016-03-31,16000000.0,16000000.0,WA,0.0546,1.495
131408,370820708,100,2016-03-31,12500000.0,12500000.0,CA,0.0515,1.462
131477,371097940,100,2016-03-31,3766144.7,4130000.0,IA,0.0584,1.497
131538,371259942,100,2016-03-31,9215000.0,9215000.0,WA,0.055,1.491
131611,371275002,100,2016-03-31,11609648.36,14984368.76,MN,0.0576,1.551
131669,371277002,100,2016-03-31,429321.92,1000000.0,NJ,0.0678,1.419
131700,371414504,100,2016-03-31,3000000.0,3000000.0,MD,0.0672,1.372
131799,371870968,100,2016-03-31,4772633.45,5520000.0,NH,0.0543,1.525
131813,371872968,100,2016-03-31,1733173.89,1760000.0,TX,0.08129,1.502
131997,372266002,100,2016-03-31,849445.41,3950000.0,WA,0.0557,1.319
132103,372828708,100,2016-03-31,10212348.23,10800000.0,GA,0.0475,1.321
132154,373097940,100,2016-03-31,1204578.81,1400000.0,IA,0.0597,1.242
132324,373258942,100,2016-03-31,3334587.18,3836000.0,CA,0.0649,1.2
132569,373872948,100,2016-03-31,16000000.0,16000000.0,GA,0.059,1.644
132732,374267002,100,2016-03-31,19094550.3,22000000.0,NV,0.0649,1.904
132798,374818708,100,2016-03-31,2757969.68,3200000.0,NY,0.047,3.17
132839,374869968,100,2016-03-31,1064154.35,1275000.0,NY,0.0582,1.506
132873,374870968,100,2016-03-31,12060990.27,13890000.0,MA,0.0545,1.699
132894,374872948,100,2016-03-31,4517664.69,4700000.0,LA,0.066,1.154
132912,374873968,100,2016-03-31,3242278.61,3530775.0,MA,0.0543,1.54
133107,375259942,100,2016-03-31,13944649.04,15000000.0,NV,0.0567,1.425
133304,375277002,100,2016-03-31,1765623.7,4000000.0,NY,0.0686,1.31
133372,375411504,100,2016-03-31,19461887.35,21750000.0,TX,0.06,1.15
133402,375413504,100,2016-03-31,3651545.39,3856000.0,OK,0.0627,1.417
133455,375870968,100,2016-03-31,5713557.78,6580000.0,MA,0.0545,1.444
133477,375872968,100,2016-03-31,2390713.34,2500000.0,MD,0.0634,1.738
133514,376097940,100,2016-03-31,2560753.45,3397456.52,TX,0.015905,1.86
133662,376870968,100,2016-03-31,4383559.8,5070000.0,NH,0.0543,1.532
133684,376872968,100,2016-03-31,22602393.43,24750000.0,PA,0.037005,2.404
133707,377099940,100,2016-03-31,5256355.23,5600000.0,OH,0.0564,1.676
133934,377275002,100,2016-03-31,2774714.13,3992201.37,MI,0.0571,1.358
134000,377278002,100,2016-03-31,6067608.21,7500000.0,NY,0.0546,1.425
134345,378259942,100,2016-03-31,44750000.0,44750000.0,WA,0.0557,1.481
134629,378869968,100,2016-03-31,22845076.17,26386502.0,PA,0.0706,2.224
134652,378872948,100,2016-03-31,5050349.62,5250000.0,LA,0.0705,1.466
134831,379869968,100,2016-03-31,12019926.91,13250000.0,PA,0.0632,1.599
134975,380118981,100,2016-03-31,213502.67,1000000.0,NJ,0.0615,0.0
135145,380274002,100,2016-03-31,9146612.33,12100000.0,TX,0.0734,1.264
135207,380278002,100,2016-03-31,3097204.17,3800000.0,NY,0.0618,1.217
135312,380870968,100,2016-03-31,4778038.48,5000000.0,NJ,0.0562,1.989
135430,381270002,100,2016-03-31,2726040.63,3496475.55,MD,0.0594,1.449
135651,382259942,100,2016-03-31,13759000.0,13759000.0,CO,0.0554,1.483
136003,383259002,100,2016-03-31,10452138.52,13000000.0,GA,0.0691,1.4
136159,383412504,100,2016-03-31,2020032.89,2195940.61,TX,0.0745,1.15
136166,383815708,100,2016-03-31,9023718.96,9064000.0,GA,0.038105,1.4
136199,383870968,100,2016-03-31,3632183.4,3800000.0,NJ,0.0565,3.786
136572,384414504,100,2016-03-31,9459288.2,10500000.0,NC,0.0684,1.204
136652,384870968,100,2016-03-31,1642370.63,1800000.0,NJ,0.0595,1.639
136778,385259002,100,2016-03-31,7682209.16,10000000.0,SC,0.0625,1.523
136813,385259942,100,2016-03-31,102493000.0,102493000.0,CA,0.0577,1.338
136936,386097940,100,2016-03-31,7405972.17,8625000.0,TX,0.0582,1.25
137220,386274002,100,2016-03-31,3517634.11,5144388.25,OH,0.0778,1.251
137309,386827708,100,2016-03-31,4177469.79,4450000.0,OR,0.0482,1.353
137376,386870968,100,2016-03-31,4259099.88,4700000.0,PA,0.0574,1.501
137441,387097940,100,2016-03-31,3318059.34,3860000.0,TX,0.0586,1.204
137720,387816708,100,2016-03-31,2481061.34,2597572.24,TX,0.06333,1.637
138153,388870968,100,2016-03-31,1167907.5,1280000.0,NJ,0.0595,1.578
138180,388871968,100,2016-03-31,7740021.68,9000000.0,MD,0.035905,2.479
138363,389158671,100,2016-03-31,769509.39,4860000.0,CA,0.08076,0.0
138432,389266002,100,2016-03-31,3936118.16,6000000.0,CA,0.0551,3.017
138507,389411504,100,2016-03-31,2697184.98,3000000.0,KS,0.0623,1.222
138599,389820708,100,2016-03-31,67866764.41,70000000.0,NY,0.0496,2.19
138634,389870968,100,2016-03-31,36850000.0,36850000.0,NJ,0.0571,1.502
138708,390098940,100,2016-03-31,51669698.66,55000000.0,MD,0.0571,1.402
138876,390438534,100,2016-03-31,1860914.94,1998485.73,NY,0.074,5.251
138994,391258942,100,2016-03-31,57216295.14,67301254.24,CA,0.055,1.262
139132,391714947,100,2016-03-31,3699082.92,3983496.0,KS,0.0723,1.152
139142,391863708,100,2016-03-31,10000000.0,10000000.0,CA,0.038205,5.52
139438,392275002,100,2016-03-31,3183685.87,4050000.0,OH,0.0564,1.458
139601,393097940,500,2016-03-31,,10620000.0,TX,0.058,1.46
139639,393098940,100,2016-03-31,99200000.0,99200000.0,MD,0.061,1.431
139962,393805708,100,2016-03-31,2057022.17,2202000.0,MA,0.0454,1.35
139967,393811708,100,2016-03-31,2986924.64,3044000.0,IL,0.0436,1.3
139978,393819708,100,2016-03-31,2455376.34,2548000.0,TX,0.0536,1.35
140160,394266002,100,2016-03-31,295989.36,1600000.0,CA,0.0547,1.389
140283,394714947,100,2016-03-31,1344350.9,1550000.0,KS,0.0633,1.171
140389,395097940,500,2016-03-31,,13900000.0,TX,0.058,1.466
140601,395811708,100,2016-03-31,21771654.71,22200000.0,CA,0.0438,1.385
140757,396869968,100,2016-03-31,16400000.0,16400000.0,PA,0.029405,1.679
140822,397118981,500,2016-03-31,,600000.0,NY,0.0737,0.0
141012,397276002,100,2016-03-31,3890185.86,4700000.0,MI,0.06636,1.122
141042,397413504,100,2016-03-31,6036738.39,6450000.0,NY,0.0625,1.786
141084,397828708,100,2016-03-31,2392519.45,2497715.09,CO,0.0562,1.362
141431,398869968,100,2016-03-31,10316879.56,11000000.0,NJ,0.0598,1.442
141469,399097940,500,2016-03-31,,6000000.0,TX,0.058,1.46
141611,399714947,100,2016-03-31,5671249.35,6050000.0,TX,0.0639,1.151
142289,402259942,100,2016-03-31,10801000.0,10801000.0,CA,0.0574,1.48
142819,403869968,100,2016-03-31,13000000.0,13000000.0,NY,0.0555,6.519
143012,404273002,100,2016-03-31,12329175.46,15800000.0,TX,0.0738,1.3
143324,405873968,100,2016-03-31,2210162.72,2400000.0,NY,0.041305,1.577
143361,406097940,100,2016-03-31,5143507.26,6000000.0,MN,0.0576,1.258
143429,406258942,100,2016-03-31,21927551.68,25000000.0,AZ,0.0548,1.471
143464,406259942,100,2016-03-31,16414818.36,16700000.0,CA,0.0635,1.579
143590,406280002,100,2016-03-31,13983028.16,17100000.0,NY,0.0552,1.88
143665,406846708,100,2016-03-31,5911572.21,6000000.0,MN,0.065,1.305
143703,407098940,100,2016-03-31,1997492.8,2300000.0,TN,0.0632,1.617
143973,407278002,100,2016-03-31,14475343.36,18000000.0,NY,0.0574,3.124
144017,407280002,100,2016-03-31,2169044.01,2640000.0,NY,0.0566,2.12
144045,407690946,100,2016-03-31,3895397.05,4200000.0,WI,0.0724,1.15
144270,408258942,100,2016-03-31,15289000.0,15289000.0,CO,0.0573,1.463
144347,408280002,100,2016-03-31,994677.08,1650000.0,NY,0.0573,2.509
144402,408846708,100,2016-03-31,5911572.21,6000000.0,MN,0.065,1.305
144439,409097940,100,2016-03-31,1860100.31,2148264.58,MN,0.061,1.396
144561,409270002,100,2016-03-31,3039175.92,4050000.0,FL,0.0508,2.978
144598,409412504,100,2016-03-31,5236000.0,5236000.0,CA,0.0591,1.854
144867,410277002,100,2016-03-31,1839537.75,2800000.0,NY,0.0716,2.164
144883,410809708,100,2016-03-31,4581029.69,4700000.0,NC,0.040305,2.131
144887,410813708,100,2016-03-31,3850000.0,3850000.0,FL,0.0461,1.4500228
144924,411097940,100,2016-03-31,3022432.56,3497121.93,MN,0.0603,1.363
145244,411278002,100,2016-03-31,1376976.58,1700000.0,NH,0.0613,1.377
145299,412098940,100,2016-03-31,3717249.2,4020000.0,MD,0.0658,1.134
145322,412099940,100,2016-03-31,23268753.38,24500000.0,TX,0.0536,1.663
145601,413270002,100,2016-03-31,2701490.51,3600000.0,FL,0.0508,2.805
145636,413271002,100,2016-03-31,4397015.49,5000000.0,FL,0.067,1.159
145775,413691946,100,2016-03-31,4365507.9,4750000.0,MI,0.0716,1.168
146038,414415504,100,2016-03-31,3614973.62,3955000.0,SC,0.057105,1.894
146127,414777487,100,2016-03-31,11446441.62,13000000.0,NY,0.0602,1.509
146327,415275002,100,2016-03-31,1605249.63,2300000.0,OK,0.0638,1.362
146491,416278002,100,2016-03-31,1190680.03,1470000.0,NH,0.0613,1.405
146525,416777487,100,2016-03-31,131022215.3,135000000.0,MA,0.029405,1.466
146532,416863708,100,2016-03-31,9596455.1,9985648.0,CA,0.039105,1.702
146600,416870968,100,2016-03-31,55000000.0,55000000.0,NY,0.0582,1.878
146821,417277002,500,2016-03-31,,4000000.0,NY,0.0683,7.835
146857,417278002,100,2016-03-31,1724804.79,1980000.0,NY,0.0659,1.241
146898,417415504,100,2016-03-31,2399318.78,2625000.0,SC,0.057105,1.886
146973,417808708,100,2016-03-31,2842788.67,2900000.0,FL,0.048,1.564
147337,418871968,100,2016-03-31,6000000.0,6000000.0,DC,0.0614,2.745
147393,419259942,100,2016-03-31,10100000.0,10100000.0,CA,0.0544,2.576
147733,420097940,100,2016-03-31,4281530.95,5000000.0,TX,0.0572,1.776
147933,420415504,100,2016-03-31,6714910.79,7300000.0,SC,0.0618,1.557
148032,421097940,100,2016-03-31,7931081.63,9125000.0,IL,0.0591,1.548
148055,421099940,100,2016-03-31,1685945.66,1900000.0,FL,0.037905,2.12
148244,421278002,100,2016-03-31,7991704.91,10000000.0,NJ,0.0555,2.167
148258,421818708,100,2016-03-31,678961.68,1000000.0,NY,0.0394,1.097
148293,421870968,100,2016-03-31,1581190.6,1800000.0,PA,0.0613,1.208
148696,423824708,100,2016-03-31,42800000.0,42800000.0,CA,0.027205,2.5439983
148797,424778487,100,2016-03-31,14247000.0,14247000.0,TX,0.0558,1.485
148831,424870968,100,2016-03-31,710996.38,810000.0,NJ,0.0589,3.904
148868,425097940,100,2016-03-31,4037982.55,4400000.0,OK,0.0604,1.507
149020,425414504,100,2016-03-31,771660.74,850000.0,LA,0.0642,1.333
149054,425778487,100,2016-03-31,1951618.71,2133000.0,KS,0.0594,1.456
149085,425782487,100,2016-03-31,1663964.25,1878025.96,SC,0.0572,1.301
149414,427259942,100,2016-03-31,6600000.0,6600000.0,CA,0.0541,1.988
149695,427778487,100,2016-03-31,7916342.82,8250000.0,TX,0.058,1.474
149732,428097940,100,2016-03-31,3198083.03,3750000.0,ND,0.0592,1.2
149838,428258942,100,2016-03-31,4316441.21,5000000.0,CA,0.0685,1.25
149922,428266002,100,2016-03-31,4401771.17,5800000.0,CA,0.0553,1.372
150121,428778487,100,2016-03-31,10130738.03,11570000.0,MO,0.0564,1.218
150141,428872968,100,2016-03-31,4611578.89,4900000.0,WA,0.0636,1.3
150431,429869968,100,2016-03-31,3900000.0,3900000.0,NY,0.0613,4.886
150597,430259942,100,2016-03-31,4246511.3,4700000.0,CO,0.0566,2.326
150683,430270002,100,2016-03-31,10499808.63,15000000.0,TN,0.0585,1.459
150786,430777487,100,2016-03-31,13294232.61,13900000.0,NY,0.0589,1.638
150893,431258942,100,2016-03-31,3227951.21,3800000.0,CA,0.0585,1.262
150929,431259942,500,2016-03-31,,13500000.0,CA,0.0562,1.476
151099,431820708,100,2016-03-31,29130274.79,29690000.0,NJ,0.0519,1.171
151415,433271002,100,2016-03-31,7296753.62,11500000.0,MD,0.0579,1.288
151644,434098940,100,2016-03-31,20961159.95,23000000.0,VA,0.0605,1.46
151679,434259942,100,2016-03-31,17000000.0,17000000.0,NV,0.0588,1.67
151827,435259942,100,2016-03-31,16000000.0,16000000.0,CA,0.0565,1.631
151886,435273002,100,2016-03-31,7082379.66,11200000.0,TX,0.0723,1.34
152090,436097940,100,2016-03-31,2911440.4,3400000.0,MN,0.0572,1.256
152284,436411504,100,2016-03-31,13703532.17,15215000.0,IA,0.0601,1.203
152479,437259942,100,2016-03-31,9100000.0,9100000.0,WA,0.0569,1.473
152599,437778487,100,2016-03-31,10335029.49,10800000.0,TX,0.0548,1.489
152857,438277002,100,2016-03-31,2384534.2,3600000.0,NY,0.0736,1.659
152950,438805708,100,2016-03-31,3072607.84,3350000.0,MD,0.0579,1.301
153181,439411504,100,2016-03-31,2253203.12,2500000.0,WA,0.062,1.224
153214,439777487,100,2016-03-31,907503.98,975000.0,NY,0.0602,1.499
153229,439805708,100,2016-03-31,5761310.48,6275000.0,MD,0.0583,1.3
153507,440805708,100,2016-03-31,4517727.85,5016000.0,MD,0.0577,1.3
153645,441280002,100,2016-03-31,2187365.24,2649000.0,NY,0.0581,1.252
153714,441777487,100,2016-03-31,807549.51,900000.0,NY,0.0697,1.512
153729,441805708,100,2016-03-31,1762601.26,1915000.0,MD,0.059,1.3
153982,442414504,100,2016-03-31,3967066.31,4440000.0,LA,0.0593,1.852
154040,442777487,100,2016-03-31,816327.01,1366000.0,NY,0.065,1.559
154115,443098940,100,2016-03-31,2200000.0,2200000.0,FL,0.0588,2.321
154154,443258942,100,2016-03-31,20200000.0,20200000.0,CA,0.0554,1.56
154190,443259942,100,2016-03-31,15080000.0,15080000.0,WA,0.0568,1.47
154312,443271002,100,2016-03-31,6750895.05,8100000.0,MD,0.0609,2.074
154356,443413504,100,2016-03-31,5631336.24,5920000.0,VA,0.0668,1.514
154394,443815708,100,2016-03-31,17743000.0,17743000.0,AZ,0.029805,2.4905388
154431,444097940,100,2016-03-31,5017678.45,5844866.17,IN,0.0578,1.409
154672,444413504,100,2016-03-31,2950523.25,3130000.0,VA,0.0649,1.518
154729,444777487,100,2016-03-31,6370719.6,8750000.0,ME,0.0583,1.337
154762,444778487,100,2016-03-31,17307527.27,18000000.0,MN,0.0571,1.405
154812,444809708,100,2016-03-31,1601076.73,1650000.0,IN,0.0531,1.912
154856,445097940,100,2016-03-31,2449863.43,2847549.91,IN,0.0586,1.363
155019,445271002,100,2016-03-31,2375960.37,2850000.0,MD,0.061,1.87
155138,445412504,100,2016-03-31,3871611.59,4018000.0,GA,0.0722,1.167
155224,446097940,500,2016-03-31,,9789826.29,MI,0.0578,1.268
155394,446816708,100,2016-03-31,2243937.6,2346000.0,FL,0.0522,1.3
155496,447097940,500,2016-03-31,,4146367.38,KY,0.0579,1.704
155729,447271002,100,2016-03-31,2292592.61,2750000.0,MD,0.061,2.0
155844,448097940,100,2016-03-31,2684056.05,3122292.59,IN,0.0583,1.409
156083,448275002,100,2016-03-31,4725724.77,5895109.85,IN,0.06,1.517
156384,449278002,100,2016-03-31,2050763.39,2500000.0,NY,0.0632,1.103
156432,449843708,100,2016-03-31,3524018.2,3582000.0,CA,0.0559,1.1506668
156662,450778487,100,2016-03-31,14869406.8,15500000.0,KS,0.0577,1.342
156856,451278002,100,2016-03-31,3022448.25,3150000.0,NY,0.0524,2.033
156897,451413504,500,2016-03-31,,5770000.0,CA,0.031495,1.799
156930,451778487,100,2016-03-31,8654458.26,9000000.0,TX,0.0572,1.539
156986,451881948,100,2016-03-31,1537898.79,1670000.0,MS,0.0658,1.207
157089,452259942,100,2016-03-31,16591000.0,16591000.0,AZ,0.0583,1.272
157357,452869968,100,2016-03-31,3588276.93,4165000.0,NY,0.0608,1.303
157421,453096940,100,2016-03-31,4077251.74,4900000.0,MO,0.029405,1.267
157692,453412504,100,2016-03-31,6613613.3,7000000.0,CA,0.0717,1.504
157723,453414504,100,2016-03-31,16233538.46,18085700.08,VA,0.0618,1.2
157752,453436534,100,2016-03-31,6340285.95,7100000.0,OH,0.0559,1.507
158131,454778487,500,2016-03-31,,41250000.0,TX,0.0562,1.291
158165,454870968,100,2016-03-31,4394118.65,5000000.0,NJ,0.0594,1.615
158658,456412504,100,2016-03-31,2341472.71,2500000.0,WA,0.0649,1.9
158659,456419504,100,2016-03-31,14950942.75,14977680.53,OH,0.0519,2.03
158686,456437534,100,2016-03-31,7026582.64,7625000.0,MI,0.0676,1.662
158724,456820708,100,2016-03-31,5026000.81,5094000.0,WV,0.0577,1.2
158952,457276002,100,2016-03-31,2189221.74,2500000.0,TX,0.0696,1.295
159003,457436534,100,2016-03-31,6473524.3,7120000.0,MT,0.065,1.222
159030,457437534,100,2016-03-31,2252192.17,2444000.0,MN,0.0676,1.706
159124,458259942,100,2016-03-31,7097084.66,7426000.0,CA,0.0612,1.45
159287,458412504,100,2016-03-31,8135598.58,8960000.0,VA,0.0636,1.2
159317,458413504,100,2016-03-31,165000000.0,165000000.0,NY,0.0567,1.558
159350,458778487,100,2016-03-31,16506237.67,17200000.0,TX,0.0568,1.408
159388,458869968,100,2016-03-31,2250000.0,2250000.0,NY,0.061,11.446
159583,460097940,100,2016-03-31,16254959.35,17150000.0,TX,0.0578,1.358
159950,460412504,500,2016-03-31,,6189090.44,VA,0.035495,1.608
159984,460870968,100,2016-03-31,15611059.45,17809000.0,NJ,0.062,1.173
160082,461119981,100,2016-03-31,3827455.41,7600000.0,FL,0.0676,0.0
160171,461273002,500,2016-03-31,,1798595.83,ND,0.0725,1.401
160270,461412504,500,2016-03-31,,9982403.93,VA,0.035495,1.602
160346,461779487,100,2016-03-31,27650000.0,27650000.0,FL,0.029405,1.437
160404,462097940,100,2016-03-31,9650387.55,10600000.0,MN,0.0537,1.581
160423,462100941,100,2016-03-31,5435687.89,5793700.0,VA,0.058,1.343
160493,462270002,100,2016-03-31,16068160.64,20400000.0,FL,0.0627,1.263
160698,462778487,100,2016-03-31,13040665.78,13600000.0,KS,0.0558,1.498
160729,462779487,100,2016-03-31,5232058.16,5400000.0,TX,0.0613,1.439
160765,462869968,500,2016-03-31,,1945000.0,NY,0.0595,1.415
160784,463100941,500,2016-03-31,,590000.0,VA,0.0307,1.056
160991,463270002,100,2016-03-31,2851098.77,3500000.0,FL,0.0614,1.89
161098,463414504,500,2016-03-31,,25000000.0,PA,0.0626,1.492
161196,463778487,100,2016-03-31,7082024.47,7400000.0,TX,0.0549,1.434
161235,464098940,100,2016-03-31,2274213.46,2350000.0,FL,0.0525,1.2
161269,464259942,100,2016-03-31,6342156.09,7275000.0,AZ,0.0546,1.739
161410,464276002,100,2016-03-31,2670502.73,3750000.0,WI,0.0526,1.43
161498,464437534,100,2016-03-31,2740597.68,2974000.0,OH,0.0676,1.662
161532,464777487,100,2016-03-31,5266635.39,6000000.0,CT,0.0589,1.579
161650,465119981,100,2016-03-31,958453.94,1900000.0,FL,0.0679,0.0
161727,465259942,100,2016-03-31,3726974.73,3906000.0,OR,0.0595,1.4
161800,465269002,100,2016-03-31,1422891.04,2993179.52,NC,0.072,1.525
161909,465411504,500,2016-03-31,,19473000.0,CA,0.029595,1.288
161936,465437534,100,2016-03-31,1821842.99,1977000.0,OH,0.0676,1.849
161973,465689946,100,2016-03-31,3462355.75,4000000.0,FL,0.0647,1.301
162004,465779487,100,2016-03-31,6750000.0,6750000.0,TX,0.06,1.619
162042,465869968,500,2016-03-31,,2600000.0,NY,0.0599,1.254
162217,467119981,100,2016-03-31,1949096.95,8500000.0,MD,0.0639,0.0
162440,467415504,500,2016-03-31,,12750000.0,VA,0.041995,1.565
162479,468098940,100,2016-03-31,1500000.0,1500000.0,LA,0.0609,2.834
162544,468119981,100,2016-03-31,778622.43,3400000.0,MD,0.0637,0.0
162887,468869968,100,2016-03-31,2872653.57,3250000.0,NY,0.0573,3.864
162935,469096940,100,2016-03-31,2700000.0,2700000.0,OH,0.055,2.212
162974,469098940,100,2016-03-31,2700000.0,2700000.0,LA,0.0594,3.225
163024,469258942,100,2016-03-31,23793070.93,25500000.0,NV,0.0559,1.398
163207,469277002,500,2016-03-31,,3200000.0,NY,0.0771,3.207
163251,469278002,100,2016-03-31,4024863.24,4900000.0,NY,0.0597,1.467
163440,470271002,100,2016-03-31,13203911.81,15100000.0,DC,0.0617,1.178
163647,470437534,100,2016-03-31,3503615.06,3802000.0,IN,0.0676,1.652
163714,471098940,100,2016-03-31,13600000.0,13600000.0,FL,0.0577,1.527
