,lnno,mrtg_status,quarter,amt_upb_endg,amt_upb_pch,code_st,rate_int,rate_dcr
252908,755437534,100,2016-03-31,18525000.0,18525000.0,TX,0.042905,2.631
252969,756100941,100,2016-03-31,3784693.06,4018000.0,FL,0.0537,1.615
253007,756258942,100,2016-03-31,34600000.0,34600000.0,CO,0.0593,1.393
253287,757410504,100,2016-03-31,16843645.74,18385221.0,TX,0.0834,1.684
253354,757813708,100,2016-03-31,4975000.0,4975000.0,OR,0.038705,1.96
253577,758777487,100,2016-03-31,7892036.77,9000000.0,VA,0.0554,3.323
253613,759097940,100,2016-03-31,29166000.0,29166000.0,TX,0.0561,1.261
253946,760270002,100,2016-03-31,9695386.23,12165000.0,GA,0.056,1.175
254104,761098940,100,2016-03-31,11317699.04,12000000.0,GA,0.0559,1.435
254138,761120981,100,2016-03-31,5889115.54,6738000.0,IN,0.0578,1.294
254304,761410504,100,2016-03-31,3920318.62,4400000.0,MI,0.0602,1.546
254334,761413504,500,2016-03-31,,13375000.0,AL,0.02925,1.5
254377,761777487,100,2016-03-31,5318067.22,6000000.0,PA,0.0563,1.323
254516,762259942,100,2016-03-31,7180000.0,7180000.0,CA,0.0586,1.441
254741,763120981,100,2016-03-31,29700000.0,29700000.0,MO,0.0581,1.464
254965,763277002,100,2016-03-31,1244732.66,2500000.0,NY,0.0592,9.984
255023,763414504,100,2016-03-31,14509910.3,15950000.0,VA,0.0653,1.252
255070,763778487,100,2016-03-31,2125165.0,2397489.49,OH,0.0574,1.42
255072,763824708,100,2016-03-31,16075000.0,16075000.0,TX,0.030905,2.3602008
255150,764258942,100,2016-03-31,12218402.7,13950000.0,WA,0.0601,1.213
255284,764777487,100,2016-03-31,6000000.0,6000000.0,NJ,0.0615,1.827
255323,764863708,100,2016-03-31,30391298.87,30961205.91,CA,0.0428,1.305
255358,765098940,100,2016-03-31,30010300.08,31400000.0,VA,0.0601,1.446
255568,765276002,100,2016-03-31,250933.87,1000000.0,NY,0.0699,0.0
255615,765777487,100,2016-03-31,13387233.25,13750000.0,CT,0.0607,1.445
255649,765779487,100,2016-03-31,33000000.0,33000000.0,NV,0.0539,1.434
255716,766120981,100,2016-03-31,47202637.27,51000000.0,IL,0.0574,1.524
255858,766410504,100,2016-03-31,7930017.3,8991210.47,TX,0.061,1.21
255888,766777487,100,2016-03-31,9476790.3,9732500.0,CT,0.0609,1.437
255919,766778487,100,2016-03-31,12125516.24,12530000.0,KY,0.0595,1.565
255935,766882948,100,2016-03-31,5102770.95,5550000.0,IN,0.0546,1.304
256188,767777487,100,2016-03-31,2452719.72,2517500.0,CT,0.0619,1.435
256190,767855708,100,2016-03-31,14100000.0,14100000.0,NJ,0.0455,1.7403572
256227,767869968,100,2016-03-31,25479073.26,29500000.0,NJ,0.0591,1.831
256270,768258942,100,2016-03-31,13432683.37,16000000.0,CO,0.0555,1.429
256837,770257942,100,2016-03-31,10523640.06,13000000.0,NM,0.0548,1.277
256944,770265002,100,2016-03-31,3170041.22,4650000.0,CA,0.0773,1.365
257526,771778487,100,2016-03-31,2506195.37,2799000.0,TX,0.0625,1.2
257843,773241932,100,2016-03-31,8498000.0,8498000.0,CA,0.037805,2.107
257882,773258942,500,2016-03-31,,5940000.0,CA,0.029295,1.211
258070,773280002,100,2016-03-31,2350560.88,2861780.61,PA,0.0536,1.401
258248,774259942,100,2016-03-31,1211069.52,1400000.0,CO,0.0585,1.265
258454,774882948,100,2016-03-31,4267128.48,4700000.0,TX,0.038205,1.617
258645,775280002,100,2016-03-31,3699387.39,5800000.0,NY,0.0533,6.921
258839,776258942,500,2016-03-31,,560000.0,AZ,0.0651,1.445
259156,777120981,500,2016-03-31,,11800000.0,TX,0.0583,1.456
259392,777437534,100,2016-03-31,3896574.84,4500000.0,FL,0.037805,2.098
259413,777439534,100,2016-03-31,5470231.71,9193530.06,CA,0.066,1.478
259912,779413504,100,2016-03-31,2210294.28,2420000.0,OR,0.0668,1.2
260203,780412504,100,2016-03-31,601667.73,630000.0,AR,0.0714,1.268
260272,780436534,100,2016-03-31,4506850.42,5000000.0,OH,0.0579,1.508
260723,781438534,100,2016-03-31,11496834.48,12100000.0,AL,0.0566,2.077
260846,782098940,100,2016-03-31,2259815.05,2600000.0,GA,0.0591,1.276
261052,783120981,100,2016-03-31,2017121.59,2298053.3,MN,0.0592,1.201
261182,783414504,100,2016-03-31,4393234.58,5500000.0,MS,0.039405,1.556
261235,783819708,100,2016-03-31,4150570.85,4328690.72,IL,0.0531,2.186
261373,784120981,100,2016-03-31,28200000.0,28200000.0,TX,0.061,1.22
261407,784259942,100,2016-03-31,22750000.0,22750000.0,CO,0.0601,1.39
261557,784818708,100,2016-03-31,1872123.41,1966000.0,PA,0.0459,1.351
261909,785412504,100,2016-03-31,39440353.04,43000000.0,VA,0.0554,1.774
261938,785414504,500,2016-03-31,,9697000.0,WA,0.032695,1.566
262015,786098940,500,2016-03-31,,3700000.0,GA,0.0551,2.003
262050,786120981,100,2016-03-31,10250000.0,10250000.0,IL,0.0589,2.099
262088,786258942,100,2016-03-31,8046327.55,8500000.0,CA,0.0614,1.473
262355,786414504,500,2016-03-31,,8722000.0,WA,0.032895,1.563
262439,786828708,500,2016-03-31,,5700000.0,PA,0.0509,1.369
262683,788233932,100,2016-03-31,14450000.0,14450000.0,CA,0.027805,2.6654662
262992,789120981,100,2016-03-31,3341406.62,3806775.25,MN,0.0592,1.201
263144,790258942,100,2016-03-31,5100000.0,5100000.0,CA,0.029405,1.594
263346,792241932,100,2016-03-31,4490643.94,4504000.0,AZ,0.039205,1.344
263380,792259942,100,2016-03-31,15991918.39,17200000.0,CA,0.0577,1.612
263456,792274002,100,2016-03-31,7880787.93,11250000.0,IA,0.0592,1.33
263614,793120981,100,2016-03-31,5503234.58,6269688.9,MN,0.0592,1.209
263648,793259942,100,2016-03-31,10599294.58,11400000.0,CA,0.0577,1.615
263801,794120981,100,2016-03-31,2008351.35,2288061.76,MN,0.0592,1.2
264212,795411504,100,2016-03-31,2045098.85,2260000.0,KS,0.0632,1.237
264297,796120981,100,2016-03-31,1394444.94,1588654.24,MN,0.0592,1.205
264469,796277002,100,2016-03-31,467627.17,700000.0,NJ,0.0617,1.594
264791,797779487,100,2016-03-31,29716000.0,29716000.0,AZ,0.0554,1.788
264829,797869968,100,2016-03-31,5250000.0,5250000.0,NY,0.0557,1.641
264889,798259942,100,2016-03-31,31851000.0,31851000.0,OR,0.061,1.446
264974,798413504,100,2016-03-31,5152226.47,5707000.0,NY,0.062,1.235
265008,799120981,100,2016-03-31,2179368.63,2482896.72,MN,0.0592,1.202
265405,800233932,100,2016-03-31,2517339.16,2528000.0,AZ,0.040905,1.271
265679,800779487,100,2016-03-31,13902197.32,15000000.0,CA,0.0564,1.503
265716,801098940,100,2016-03-31,51250000.0,51250000.0,FL,0.0531,1.564
265902,801810708,100,2016-03-31,19513982.65,19650000.0,FL,0.0531,1.3557908
266004,802096940,500,2016-03-31,,16350000.0,KY,0.0614,1.437
266602,803274002,100,2016-03-31,8215603.15,12000000.0,TX,0.0577,1.2
266670,803871968,100,2016-03-31,33950000.0,33950000.0,CA,0.0575,2.144
266942,804412504,100,2016-03-31,1663760.62,1699313.42,MS,0.0831,1.263
266988,804812708,100,2016-03-31,10735000.0,10735000.0,CO,0.040105,2.203
267013,804871968,100,2016-03-31,7523694.07,8522000.0,FL,0.042505,1.666
267086,805098940,100,2016-03-31,22200000.0,22200000.0,MD,0.0545,1.506
267120,805120981,100,2016-03-31,2749424.73,3132346.56,MN,0.0592,1.201
267286,805276002,100,2016-03-31,294777.35,1115000.0,NY,0.0705,0.0
267315,805412504,100,2016-03-31,2043862.63,2198861.25,FL,0.0707,1.15
267397,805869968,100,2016-03-31,46428428.75,51500000.0,PA,0.0555,1.541
267736,807098940,100,2016-03-31,17500000.0,17500000.0,MD,0.0557,1.725
267771,807259942,100,2016-03-31,7547473.38,8150000.0,WA,0.0588,1.445
268031,807848708,100,2016-03-31,46653841.39,47000000.0,NY,0.0494,2.5698375
268121,808097940,100,2016-03-31,2531431.47,3000000.0,MN,0.0622,1.244
268459,809097940,100,2016-03-31,3935208.58,4300000.0,KS,0.0567,1.71
268580,809273002,100,2016-03-31,1610029.75,2500000.0,IL,0.0741,1.272
268628,809275002,100,2016-03-31,1999380.65,2550000.0,ND,0.0559,1.536
268785,810099940,100,2016-03-31,1785279.82,1825000.0,LA,0.0773,1.202
268975,810280002,100,2016-03-31,15321897.34,18979427.29,NJ,0.0492,2.196
269003,810411504,100,2016-03-31,4443735.58,4890000.0,IL,0.0662,1.301
269029,810412504,100,2016-03-31,3454918.09,3731000.0,OR,0.0667,1.691
269135,811120981,100,2016-03-31,5810187.85,6619392.66,MN,0.0592,1.238
269510,812098940,100,2016-03-31,10728055.99,12000000.0,NC,0.0557,1.45
269573,812259942,100,2016-03-31,29650000.0,29650000.0,CA,0.057,1.445
269947,812869948,100,2016-03-31,18471500.83,20961830.0,IL,0.0714,1.523
270385,813869948,100,2016-03-31,8226284.25,9000000.0,IL,0.059,1.16
270419,814120981,100,2016-03-31,2218833.78,2527858.83,MN,0.0592,1.203
270655,814280002,100,2016-03-31,80000000.0,80000000.0,NJ,0.029405,1.557
270848,815096940,100,2016-03-31,3346122.51,5000000.0,SD,0.0593,1.206
270884,815097940,100,2016-03-31,2531431.47,3000000.0,MN,0.0622,1.233
270906,815099940,100,2016-03-31,923152.47,1000000.0,MD,0.0557,1.526
271064,815280002,100,2016-03-31,19702149.73,23552079.77,NJ,0.0591,1.329
271272,815777487,100,2016-03-31,13000000.0,13000000.0,NY,0.0592,3.491
271320,816120981,100,2016-03-31,1508456.44,1718544.21,MN,0.0592,1.203
271410,816275002,100,2016-03-31,11681172.34,16900000.0,IA,0.0535,1.377
271481,816411504,100,2016-03-31,7352223.3,7850000.0,TX,0.0649,1.705
271512,816777487,100,2016-03-31,7000000.0,7000000.0,CA,0.029405,1.448
271528,816805708,100,2016-03-31,902130.91,955000.0,WV,0.0511,1.535
271728,817267002,100,2016-03-31,7504102.34,8975000.0,CA,0.0574,2.412
272249,818439534,100,2016-03-31,3277153.05,3418078.38,NE,0.0695,1.22
272280,818777487,100,2016-03-31,5086723.21,5250000.0,PA,0.0613,1.541
272300,818846708,100,2016-03-31,48841800.0,48841800.0,NC,0.021905,3.8303433
272574,819275002,100,2016-03-31,4883455.96,6200000.0,MI,0.0516,1.555
272789,819778487,100,2016-03-31,3717416.39,4200000.0,KS,0.0579,1.251
273134,821097940,100,2016-03-31,3466991.96,3996380.84,MN,0.0566,1.34
273360,821412504,100,2016-03-31,1062107.36,1148057.43,TX,0.0679,1.288
273394,821817708,100,2016-03-31,3211296.82,3400000.0,CO,0.047,1.305
273617,822413504,100,2016-03-31,7028918.72,7750000.0,TX,0.0595,1.388
273666,822848708,100,2016-03-31,2164634.99,2200000.0,VA,0.0427,1.393
274063,824097940,100,2016-03-31,3831637.3,4350000.0,IA,0.0573,1.284
274100,824098940,100,2016-03-31,1817327.54,2100000.0,MD,0.0646,1.277
274263,824277002,100,2016-03-31,1715218.0,3325000.0,NY,0.0629,1.248
274372,824777487,100,2016-03-31,5000000.0,5000000.0,CT,0.0543,2.814
274458,824869968,100,2016-03-31,10646651.1,11100000.0,RI,0.0615,1.429
274744,825277002,100,2016-03-31,1965232.81,2500000.0,PA,0.0601,1.477
274788,825438534,100,2016-03-31,6807746.65,7586494.51,OH,0.036405,1.614
275101,826277002,100,2016-03-31,2778667.11,4200000.0,NJ,0.0571,2.361
275119,826412504,100,2016-03-31,1468843.36,1503000.0,AZ,0.0866,1.201
275348,827277002,100,2016-03-31,2139142.06,3200000.0,NJ,0.0596,1.451
275406,827439534,100,2016-03-31,2565965.74,2665391.63,TX,0.0705,1.163
275449,827819708,100,2016-03-31,9943639.87,10210000.0,MD,0.0595,1.308
275469,827872968,100,2016-03-31,4681692.79,5250000.0,CA,0.031605,1.844
275576,828098940,100,2016-03-31,3200000.0,3200000.0,MD,0.0549,4.638
275727,828439534,100,2016-03-31,3058675.58,3190206.48,NE,0.0695,1.22
275785,828778487,100,2016-03-31,12352989.11,13200000.0,TX,0.0643,1.423
275852,829098940,100,2016-03-31,13500000.0,13500000.0,VA,0.0543,4.867
275974,829271002,100,2016-03-31,5937693.85,7250000.0,MD,0.0537,1.608
276164,829869968,100,2016-03-31,6259366.67,7785000.0,NY,0.0624,1.381
276299,830120981,100,2016-03-31,16480189.24,17200000.0,WI,0.0549,1.505
276468,830277002,100,2016-03-31,1019481.65,2000000.0,PA,0.0603,1.321
276507,830280002,100,2016-03-31,10345081.85,12000000.0,NJ,0.0569,9.378
276537,830410504,100,2016-03-31,6739312.0,7500000.0,OH,0.0612,1.228
276575,830439534,100,2016-03-31,3774196.53,4035000.0,CO,0.0666,1.3
276607,830778487,100,2016-03-31,5560957.77,6290000.0,KY,0.0574,1.27
276671,831097940,100,2016-03-31,10115702.03,12500000.0,NE,0.058,1.137
276740,831120981,100,2016-03-31,14020888.46,14615000.0,WI,0.0564,1.475
276844,831277002,100,2016-03-31,1533367.14,3000000.0,NY,0.0532,8.154
276865,831439534,100,2016-03-31,1453368.58,1546500.0,CO,0.0648,1.334
277097,832275002,100,2016-03-31,4373552.03,5494103.47,MN,0.0561,1.893
277237,832411504,100,2016-03-31,4917092.4,5250000.0,TX,0.0649,1.52
277313,832779487,100,2016-03-31,10759000.0,10759000.0,CA,0.0589,1.39
277326,832806708,100,2016-03-31,3331048.65,3525000.0,VA,0.0435,1.354
277558,833277002,100,2016-03-31,3566532.68,5300000.0,NY,0.0601,4.001
277587,833411504,100,2016-03-31,5861980.19,6500000.0,OH,0.029405,1.3
277631,833870968,100,2016-03-31,2008230.09,2139000.0,OH,0.0606,1.318
277666,834097940,100,2016-03-31,7410192.54,7800000.0,OH,0.0551,1.618
277702,834098940,100,2016-03-31,3100000.0,3100000.0,DC,0.0545,15.295
277756,834259942,100,2016-03-31,18173000.0,18173000.0,CA,0.0625,1.245
278043,834777487,100,2016-03-31,16585604.04,17800000.0,FL,0.056,1.506
278068,834871968,100,2016-03-31,4367029.34,4722000.0,WA,0.0645,1.25
278139,835098940,100,2016-03-31,15000000.0,15000000.0,DC,0.0537,4.027
278253,835410504,100,2016-03-31,1970623.3,2262000.0,MI,0.0547,1.652
278307,835439534,100,2016-03-31,8163366.33,8250000.0,CA,0.0631,1.343
278364,835871968,100,2016-03-31,11578102.04,12200000.0,NJ,0.0615,1.844
278472,836098940,100,2016-03-31,8105163.72,9500000.0,MD,0.0577,1.281
278507,836120981,100,2016-03-31,49650000.0,49650000.0,KS,0.0568,1.373
278620,836871968,100,2016-03-31,9300442.81,9800000.0,NJ,0.0615,2.18
278706,837118981,100,2016-03-31,982959.82,1050000.0,NY,0.0543,4.167
278778,837258942,100,2016-03-31,5683106.42,6693266.07,CA,0.0595,1.372
278924,837277002,100,2016-03-31,20458643.83,27000000.0,NY,0.0494,3.659
278956,837410504,100,2016-03-31,2736474.91,3129000.0,CA,0.0565,2.418
278961,837846708,100,2016-03-31,3480634.23,3550000.0,PA,0.0414,1.368
278999,837869968,100,2016-03-31,13500000.0,13500000.0,PA,0.0565,2.651
279034,838097940,100,2016-03-31,2850364.04,3000000.0,OH,0.0552,1.681
279071,838098940,100,2016-03-31,40952406.02,48000000.0,MD,0.0577,1.326
279113,838257942,100,2016-03-31,10100315.16,12350000.0,NV,0.0499,1.534
279185,838271002,100,2016-03-31,3940183.61,4400000.0,GA,0.0668,1.297
279238,838412504,100,2016-03-31,12285017.32,13450000.0,WA,0.0584,1.319
279276,838814708,100,2016-03-31,1650000.0,1650000.0,FL,0.0476,1.4606025
279692,840410504,100,2016-03-31,2322534.69,2654000.0,CA,0.0568,1.673
279712,840439534,500,2016-03-31,,5920000.0,CA,0.038805,1.48
279826,841271002,100,2016-03-31,17579615.89,20800000.0,VA,0.0574,1.399
279909,841410504,100,2016-03-31,2016767.26,2309000.0,TX,0.0559,1.377
279935,841437534,100,2016-03-31,2797915.7,3060000.0,NC,0.0607,1.602
279959,841814708,100,2016-03-31,3500000.0,3500000.0,FL,0.0477,1.4083405
280108,842266002,100,2016-03-31,9162580.23,16000000.0,CA,0.0583,1.268
280246,842410504,100,2016-03-31,6218943.41,7111000.0,CA,0.0565,1.785
280400,843120981,100,2016-03-31,19299401.47,20188000.0,TX,0.0592,1.325
280516,843277002,100,2016-03-31,4452679.63,6500000.0,NY,0.0564,4.377
280576,843869968,100,2016-03-31,10450000.0,10450000.0,NY,0.0571,1.335
280616,844096940,100,2016-03-31,21700000.0,21700000.0,IL,0.0546,2.078
280652,844098940,100,2016-03-31,10789629.7,12000000.0,VA,0.055,1.85
280717,844117981,100,2016-03-31,697131.99,1400000.0,NJ,0.0746,0.0
280900,844410504,100,2016-03-31,3243924.85,3726000.0,MI,0.0544,1.972
280972,844869968,100,2016-03-31,8140000.0,8140000.0,NY,0.0571,1.484
281169,845267002,100,2016-03-31,1636440.37,2100000.0,CA,0.0558,1.74
281334,845412504,100,2016-03-31,3074873.84,4995786.99,CA,0.0686,1.333
282001,847410504,100,2016-03-31,16065935.38,20973000.0,NE,0.0624,1.207
282053,847806708,100,2016-03-31,4060319.16,4150000.0,FL,0.05699,1.515
282088,847869968,100,2016-03-31,17787500.0,17787500.0,NY,0.0571,1.416
282170,848258942,500,2016-03-31,,33300000.0,CA,0.0571,1.417
282319,848277002,100,2016-03-31,5188313.21,7500000.0,NY,0.0529,4.525
282361,848819708,100,2016-03-31,3829479.36,3955000.0,NY,0.0515,1.35
282396,848869968,100,2016-03-31,2822500.0,2822500.0,NY,0.0571,1.6
282440,849097940,100,2016-03-31,6177269.27,6502941.0,OK,0.0575,1.256
282475,849098940,100,2016-03-31,3490047.58,4000000.0,VA,0.0592,1.656
282543,849120981,100,2016-03-31,34880657.03,40000000.0,OH,0.0562,1.423
283024,850273002,100,2016-03-31,489700.96,1097896.06,MN,0.0703,1.315
283103,850280002,100,2016-03-31,4387327.43,6000000.0,NJ,0.05,2.307
283135,850411504,100,2016-03-31,7688751.97,8122602.0,TX,0.0732,1.216
283872,853118981,100,2016-03-31,4120311.03,4390000.0,TX,0.043985,2.114
284022,853273002,100,2016-03-31,2728518.77,4225000.0,IN,0.0711,1.678
284104,853436534,100,2016-03-31,1965150.24,2150000.0,NY,0.066,1.351
284130,853437534,100,2016-03-31,35607000.0,35607000.0,CA,0.040005,2.757
284219,854279002,100,2016-03-31,5304593.95,6500000.0,NY,0.0551,3.232
284390,854821708,100,2016-03-31,3171368.72,3552232.39,TX,0.0626,1.364
284427,854869968,100,2016-03-31,4162822.93,5200000.0,PA,0.0653,1.533
284709,855277002,100,2016-03-31,859814.25,1305000.0,NY,0.055,5.009
284756,855414504,100,2016-03-31,4820367.38,5170000.0,FL,0.0597,1.793
284892,855869968,100,2016-03-31,21250815.61,25000000.0,NY,0.0587,10.542
284986,856097940,100,2016-03-31,21834934.62,23000000.0,OH,0.0544,1.544
285022,856098940,100,2016-03-31,12000000.0,12000000.0,MD,0.056,1.911
285202,856777487,100,2016-03-31,2311583.22,2600000.0,NY,0.0599,1.222
285321,857258942,100,2016-03-31,8905000.0,8905000.0,CA,0.0554,1.767
285394,857412504,100,2016-03-31,3764391.52,4031852.32,TX,0.0725,1.228
285597,858258942,100,2016-03-31,13722713.78,16000000.0,CA,0.0555,2.223
285786,859097940,100,2016-03-31,13351534.96,14100000.0,TX,0.0545,1.568
286059,859412504,100,2016-03-31,2152890.07,2200000.0,GA,0.0892,1.578
286088,859414504,100,2016-03-31,33463678.42,37500000.0,DC,0.0537,1.206
286449,860869968,100,2016-03-31,9610574.18,10675000.0,NJ,0.029405,1.595
286607,861258942,100,2016-03-31,8500000.0,8500000.0,CA,0.0584,1.599
286722,861271002,100,2016-03-31,4521923.78,5500000.0,FL,0.0515,1.456
286822,861412504,100,2016-03-31,2466002.93,2647861.88,FL,0.0708,1.243
287186,862777487,100,2016-03-31,5746813.2,5950000.0,TX,0.0585,1.622
287397,863275002,100,2016-03-31,1562809.86,4090000.0,MN,0.058,1.31
287554,863777487,100,2016-03-31,4518568.26,4675000.0,TX,0.0595,1.497
287590,864097940,100,2016-03-31,24690000.0,24690000.0,TX,0.0561,1.261
287660,864258942,100,2016-03-31,8000000.0,8000000.0,CA,0.0585,1.55
287793,864779487,100,2016-03-31,21150000.0,21150000.0,CO,0.06,1.428
287877,865120981,100,2016-03-31,6250000.0,6250000.0,MO,0.0595,1.674
287947,865258942,100,2016-03-31,5450000.0,5450000.0,CA,0.059,1.655
288075,865413504,500,2016-03-31,,5925000.0,AL,0.0592,1.451
288112,865869968,100,2016-03-31,3306042.01,3850000.0,NY,0.0604,1.338
288151,866120981,100,2016-03-31,10032333.85,10800000.0,OH,0.059,1.527
288237,866258942,100,2016-03-31,2300000.0,2300000.0,CA,0.0606,1.537
288355,866267002,100,2016-03-31,20695658.86,24300000.0,NV,0.029405,1.592
288426,866271002,500,2016-03-31,,18991000.0,FL,0.02925,1.58
288480,866274002,100,2016-03-31,4953514.86,7250000.0,IA,0.0645,1.346
288531,866277002,100,2016-03-31,5276427.35,6900000.0,CT,0.0558,1.976
288597,867120981,100,2016-03-31,27162850.27,28428000.0,MO,0.0572,1.379
288975,868277002,100,2016-03-31,1347503.03,1700000.0,NY,0.0654,6.302
289006,868411504,100,2016-03-31,8062202.22,9000000.0,CA,0.0619,1.317
289079,868823708,100,2016-03-31,18100000.0,18100000.0,CA,0.026805,2.8258165
289373,870098940,100,2016-03-31,8404277.26,9740200.63,FL,0.0595,1.111
289473,870258942,100,2016-03-31,10000000.0,10000000.0,CA,0.0577,1.766
289681,871096940,100,2016-03-31,11568470.39,12850000.0,KS,0.0564,1.481
289780,871117981,100,2016-03-31,580107.76,1200000.0,NY,0.0724,0.0
290030,871277002,100,2016-03-31,1852732.56,2800000.0,NY,0.0549,1.626
290086,871779487,100,2016-03-31,10153163.31,11500000.0,CA,0.0568,1.272
290123,871869968,100,2016-03-31,9793835.66,12500000.0,NJ,0.0575,1.429
290202,872097940,100,2016-03-31,35100000.0,35100000.0,IL,0.0601,1.454
290443,872414504,500,2016-03-31,,31794387.0,CA,0.0533,1.438
290475,872814708,100,2016-03-31,8233531.62,8300000.0,MI,0.0473,1.6749136
290584,873098940,100,2016-03-31,1623420.01,1850000.0,VA,0.0629,1.213
290950,873414504,500,2016-03-31,,23532911.0,CA,0.0528,1.34
291082,874054180,100,2016-03-31,3354738.79,4360000.0,NC,0.0575,1.429
291219,874266002,100,2016-03-31,7938171.29,9989197.8,CA,0.0557,1.253
291459,874414504,500,2016-03-31,,35748493.0,CA,0.0533,1.438
291494,874849708,100,2016-03-31,11920000.0,11920000.0,SC,0.023905,3.5154177
291530,875098940,100,2016-03-31,1186698.99,1350000.0,VA,0.0636,1.209
291598,875241932,100,2016-03-31,7099000.0,7099000.0,CA,0.040505,1.463
291829,875414504,500,2016-03-31,,39212561.0,CA,0.0528,1.389
292090,876258942,100,2016-03-31,3673366.95,3902600.0,NV,0.0575,1.53
292174,876273002,100,2016-03-31,1266873.17,2844528.98,MN,0.07,1.311
292341,876414504,500,2016-03-31,,45264142.0,CA,0.0533,1.438
292371,876777487,100,2016-03-31,2897105.45,3225000.0,MI,0.0619,1.575
292405,876778487,100,2016-03-31,21402057.83,22300000.0,AL,0.061,1.437
292463,876871968,100,2016-03-31,946175.13,1000000.0,LA,0.0633,2.081
292496,877097940,500,2016-03-31,,3650000.0,IL,0.0574,1.53
292644,877273002,100,2016-03-31,1101636.34,2450000.0,MN,0.07,1.281
292695,877274002,100,2016-03-31,797770.36,3785925.1,MI,0.0512,1.884
292913,878120981,100,2016-03-31,2788368.54,3000000.0,IN,0.0594,1.462
293064,878274002,100,2016-03-31,624569.33,2963980.83,MI,0.0512,1.531
293115,878277002,100,2016-03-31,1350000.0,1350000.0,NY,0.0572,5.854
293146,878410504,100,2016-03-31,4155973.26,4343000.0,NM,0.029405,1.459
293212,878414504,500,2016-03-31,,28536860.0,CA,0.0528,1.389
293344,879096940,100,2016-03-31,10000000.0,10000000.0,TX,0.0552,1.624
293380,879098940,500,2016-03-31,,10140000.0,FL,0.056,1.526
293603,879274002,100,2016-03-31,456617.8,2166943.97,MI,0.0512,3.332
293708,879410504,100,2016-03-31,17511929.97,18300000.0,NM,0.029405,1.454
293754,879414504,500,2016-03-31,,27289994.0,CA,0.0528,1.389
293784,879436534,100,2016-03-31,14358542.06,15400000.0,OH,0.0597,1.83
293817,880097940,100,2016-03-31,2550849.1,3100000.0,WI,0.0574,1.449
293851,880120981,100,2016-03-31,3545826.48,4000000.0,IN,0.0631,1.36
293947,880274002,100,2016-03-31,393636.81,1868055.15,MI,0.0512,3.156
294032,880410504,100,2016-03-31,4837311.87,5055000.0,NM,0.029405,1.461
294154,880823708,100,2016-03-31,24600000.0,24600000.0,FL,0.027205,2.7499793
294193,881096940,100,2016-03-31,4006286.72,4993599.58,MN,0.0677,1.544
294228,881097940,100,2016-03-31,2316424.55,2500000.0,MI,0.06,1.662
294371,881416504,100,2016-03-31,2270863.3,2400000.0,AZ,0.0604,1.153
294437,881779487,100,2016-03-31,5800000.0,5800000.0,CA,0.0549,1.494
294579,882267002,100,2016-03-31,2554012.81,3200000.0,CA,0.029405,2.821
294704,882778487,100,2016-03-31,22493080.88,23400000.0,FL,0.0614,1.428
294737,882779487,100,2016-03-31,9555000.0,9555000.0,CA,0.0549,1.496
294772,883097940,100,2016-03-31,6936629.91,7500000.0,MI,0.0588,1.715
295068,883778487,100,2016-03-31,11764535.1,12250000.0,FL,0.0603,1.459
295343,884779487,100,2016-03-31,9200000.0,9200000.0,CA,0.0549,1.506
295810,886095940,100,2016-03-31,1618309.0,2674024.33,TX,0.0521,1.396
295875,886117981,100,2016-03-31,7222583.51,22000000.0,NJ,0.0679,0.0
296066,886436534,100,2016-03-31,3016683.67,3240000.0,PA,0.0587,1.767
296189,886779487,100,2016-03-31,7185000.0,7185000.0,CA,0.0549,1.492
296193,886810708,100,2016-03-31,215000000.0,215000000.0,MA,0.0365,2.0590468
296236,887095940,100,2016-03-31,1068809.43,1766053.39,TX,0.0521,1.446
296452,887412504,100,2016-03-31,3420868.99,3500000.0,TX,0.0845,1.389
296530,887779487,100,2016-03-31,12300000.0,12300000.0,CA,0.0549,1.509
296595,888095940,100,2016-03-31,724615.77,1197324.33,TX,0.0521,1.406
296641,888099940,100,2016-03-31,6239284.99,6650000.0,MD,0.0652,1.403
296756,888267002,100,2016-03-31,58670662.27,71916950.14,CA,0.0522,1.357
296947,888276002,100,2016-03-31,3237689.91,10800000.0,NJ,0.07322,1.759
297134,888779487,100,2016-03-31,7400000.0,7400000.0,CA,0.0549,1.5
297195,888869968,100,2016-03-31,8523835.44,10004221.51,NJ,0.0584,1.441
297260,889095940,100,2016-03-31,1419039.99,2344760.14,TX,0.0521,1.402
297607,889779487,100,2016-03-31,4530000.0,4530000.0,CA,0.0549,1.498
297644,889869968,100,2016-03-31,1000100.1,1173794.02,NJ,0.0584,1.358
297676,889872968,100,2016-03-31,23458387.06,25924979.88,NJ,0.037705,1.714
297747,890098940,100,2016-03-31,5000000.0,5000000.0,SC,0.0538,3.482
297919,890410504,100,2016-03-31,1788848.18,2000000.0,ND,0.0598,1.411
298012,890688946,100,2016-03-31,15198233.13,18300000.0,OR,0.0652,1.605
298044,890863708,100,2016-03-31,23755000.0,23755000.0,NJ,0.0443,1.5370229
298081,890869968,100,2016-03-31,680068.16,798179.94,NJ,0.0584,1.346
298156,891097940,100,2016-03-31,3016248.27,3250000.0,MI,0.0619,1.644
298381,891410504,100,2016-03-31,2278382.03,2550000.0,ND,0.0593,1.434
298680,892410504,100,2016-03-31,15375989.38,16460000.0,ND,0.0638,1.489
